Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,State,Gender
CV72453,Oregon,F,High School or Below,451220.44,0.0,125.0,1/0/00,Corporate Auto,SUV,900.0,,
OY92520,California,F,Bachelor,726480.39,12075.0,94.0,1/0/00,Personal Auto,Four-Door Car,451.2,,
UY95530,California,M,College,865886.38,62464.0,109.0,1/0/00,Personal Auto,Luxury,400.181882,,
FB84235,Oregon,M,College,549894.07,22520.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4,,
MJ14480,Arizona,F,High School or Below,559938.29,35012.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6,,
KW81128,Arizona,F,College,1522819.87,95140.0,126.0,1/0/00,Personal Auto,Luxury,45.049185,,
DQ98402,Nevada,F,High School or Below,364483.36,82477.0,90.0,1/0/00,Corporate Auto,Two-Door Car,432.0,,
WN53966,California,M,Master,369344.08,85871.0,92.0,1/1/00,Personal Auto,Four-Door Car,112.633539,,
QK69627,Washington,F,High School or Below,938816.29,75264.0,78.0,1/0/00,Personal Auto,Four-Door Car,343.340301,,
QC55306,Washington,M,High School or Below,3116269.33,83170.0,97.0,1/0/00,Personal Auto,Four-Door Car,344.118069,,
WV79842,California,M,High School or Below,928373.78,24314.0,235.0,1/0/00,Personal Auto,Luxury,1128.0,,
DF40318,Oregon,M,Master,255122.67,79751.0,63.0,1/0/00,Corporate Auto,Two-Door Car,392.235698,,
TN90661,Nevada,M,High School or Below,581191.81,83318.0,72.0,1/0/00,Corporate Auto,Four-Door Car,345.6,,
ZU88029,Oregon,F,Master,406467.06,26161.0,109.0,1/0/00,Personal Auto,Luxury,594.444586,,
TQ88221,California,F,Bachelor,284144.31,30473.0,72.0,1/0/00,Corporate Auto,Four-Door Car,450.080101,,
KH34667,Nevada,M,College,683213.39,50472.0,87.0,1/0/00,Corporate Auto,Four-Door Car,281.163705,,
HW54198,Nevada,M,Master,520197.14,94186.0,64.0,1/0/00,Personal Auto,Four-Door Car,135.340489,,
GZ79662,Arizona,M,High School or Below,548458.82,47611.0,69.0,1/0/00,Corporate Auto,Four-Door Car,593.654484,,
YA11342,California,M,High School or Below,767268.14,0.0,103.0,1/0/00,Personal Auto,Four-Door Car,518.720216,,
ZW18871,Oregon,M,High School or Below,827248.54,91245.0,69.0,1/0/00,Corporate Auto,Four-Door Car,19.251693,,
QZ17137,Arizona,F,High School or Below,333067.28,45944.0,83.0,1/0/00,Personal Auto,Two-Door Car,182.948495,,
UV53712,California,F,College,556245.64,59649.0,69.0,1/1/00,Personal Auto,Four-Door Car,167.738267,,
SJ43436,Oregon,F,Bachelor,245273.86,52785.0,61.0,1/0/00,Corporate Auto,Two-Door Car,45.721456,,
VW46878,Oregon,F,High School or Below,792028.29,59648.0,66.0,1/0/00,Personal Auto,Four-Door Car,316.8,,
TW91179,Oregon,F,College,386148.63,93272.0,95.0,1/0/00,Corporate Auto,Four-Door Car,281.110788,,
LG19551,Arizona,M,Bachelor,576478.42,22134.0,72.0,1/0/00,Corporate Auto,Four-Door Car,445.879224,,
AI49712,Washington,F,High School or Below,259389.79,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6,,
WN14473,Arizona,M,Master,288235.06,87798.0,71.0,1/0/00,Personal Auto,Two-Door Car,204.448708,,
WH62198,California,M,Bachelor,221318.79,0.0,63.0,1/0/00,Personal Auto,Four-Door Car,305.552429,,
SP85148,California,F,Master,942962.94,43811.0,117.0,1/0/00,Personal Auto,Luxury,571.136574,,
FB49203,California,F,College,623925.75,0.0,91.0,1/0/00,Corporate Auto,Two-Door Car,655.2,,
FF94341,Nevada,F,Bachelor,766880.96,92456.0,95.0,1/0/00,Special Auto,Four-Door Car,456.0,,
TS42594,California,F,High School or Below,1377097.62,59207.0,116.0,1/0/00,Personal Auto,Four-Door Car,556.8,,
IL43607,California,F,High School or Below,274284.43,64519.0,69.0,1/1/00,Corporate Auto,Four-Door Car,331.2,,
FL85008,Oregon,F,High School or Below,1346692.07,11432.0,119.0,1/0/00,Personal Auto,SUV,571.2,,
AN47199,Nevada,F,College,885835.2,0.0,80.0,1/0/00,Personal Auto,Two-Door Car,81.255741,,
SV28347,California,M,High School or Below,848533.0,32607.0,111.0,1/1/00,Corporate Auto,SUV,532.8,,
IC78105,Arizona,F,High School or Below,774464.44,26444.0,196.0,1/0/00,Personal Auto,Luxury,940.8,,
RB28630,Oregon,F,High School or Below,589490.74,39381.0,74.0,1/1/00,Personal Auto,Four-Door Car,355.2,,
KA32645,Nevada,M,College,577068.41,0.0,83.0,1/0/00,Personal Auto,Four-Door Car,946.345269,,
QD73891,Oregon,M,High School or Below,526111.75,90217.0,66.0,1/1/00,Personal Auto,Four-Door Car,316.8,,
LM58949,Oregon,M,High School or Below,240353.95,24248.0,70.0,1/3/00,Personal Auto,Four-Door Car,336.0,,
YG40323,Arizona,M,Bachelor,912460.0,99368.0,113.0,1/0/00,Personal Auto,Four-Door Car,82.427785,,
EP82214,Arizona,F,High School or Below,2618080.53,68189.0,82.0,1/1/00,Special Auto,Four-Door Car,343.121192,,
EO91797,Nevada,F,Master,1564125.86,32370.0,130.0,1/0/00,Corporate Auto,SUV,487.736171,,
RU50098,Arizona,F,Master,257402.04,34990.0,65.0,1/0/00,Personal Auto,Four-Door Car,42.689135,,
QW10541,California,F,High School or Below,531983.87,25714.0,67.0,1/0/00,Personal Auto,Two-Door Car,321.6,,
SB50826,Oregon,M,College,749600.66,61091.0,95.0,1/0/00,Personal Auto,Two-Door Car,409.868003,,
XX29952,Arizona,M,College,1217458.96,88184.0,104.0,1/3/00,Personal Auto,Four-Door Car,240.176533,,
AT93647,California,F,College,260557.08,60252.0,65.0,1/0/00,Personal Auto,Four-Door Car,182.436205,,
QP56563,Oregon,M,College,270720.85,80985.0,67.0,1/0/00,Personal Auto,Four-Door Car,124.933587,,
UF88986,Washington,F,College,279490.75,39783.0,72.0,1/0/00,Personal Auto,Two-Door Car,345.6,,
TY43440,California,M,High School or Below,881901.89,99845.0,110.0,1/1/00,Personal Auto,SUV,528.0,,
NJ15094,Washington,F,Bachelor,534599.46,0.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6,,
MM45334,Oregon,F,College,816951.4,40803.0,71.0,1/3/00,Personal Auto,Four-Door Car,122.912377,,
KH93988,Oregon,F,College,770888.39,71134.0,98.0,1/3/00,Personal Auto,Two-Door Car,196.37368,,
RY38931,Arizona,M,Bachelor,552821.28,36088.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6,,
CV48634,Nevada,M,College,1212844.67,29431.0,103.0,1/0/00,Personal Auto,SUV,237.896227,,
TN76120,Washington,M,Bachelor,552821.28,36088.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6,,
ZS96174,Oregon,M,College,679684.48,17937.0,65.0,1/0/00,Personal Auto,Two-Door Car,312.0,,
MI62456,Arizona,F,Bachelor,286731.22,23376.0,78.0,1/0/00,Personal Auto,Four-Door Car,374.4,,
DD44177,California,F,Doctor,239557.0,21986.0,63.0,1/0/00,Personal Auto,Two-Door Car,333.696228,,
NX31380,Arizona,F,Bachelor,709416.77,23032.0,89.0,1/0/00,Corporate Auto,Four-Door Car,427.2,,
KQ43374,Oregon,F,College,412809.13,32114.0,104.0,1/0/00,Corporate Auto,SUV,445.29049,,
XA54112,California,M,Bachelor,404693.61,13330.0,117.0,1/0/00,Corporate Auto,SUV,561.6,,
QB14087,California,F,College,486928.28,44934.0,61.0,1/0/00,Personal Auto,Four-Door Car,357.926979,,
FV42881,Oregon,F,College,290215.19,96137.0,73.0,1/2/00,Corporate Auto,Two-Door Car,67.490616,,
AV76907,Oregon,F,College,428294.8,40864.0,109.0,1/1/00,Personal Auto,SUV,166.937747,,
VM85555,California,F,College,775012.03,22668.0,67.0,1/1/00,Personal Auto,Four-Door Car,33.718553,,
ZU88113,Oregon,M,College,662717.46,90751.0,82.0,1/1/00,Personal Auto,Two-Door Car,315.826382,,
SZ75668,Oregon,M,College,747460.58,44186.0,64.0,1/2/00,Personal Auto,Four-Door Car,295.04969,,
MZ65087,Oregon,M,College,556129.14,92678.0,70.0,1/0/00,Personal Auto,Four-Door Car,34.689611,,
EL61402,Arizona,F,Bachelor,609846.21,74257.0,76.0,1/0/00,Personal Auto,Four-Door Car,214.586742,,
CJ31839,California,M,Bachelor,285952.89,99981.0,71.0,1/0/00,Special Auto,Four-Door Car,204.872273,,
XM11175,Arizona,M,College,599442.46,0.0,91.0,1/0/00,Personal Auto,Four-Door Car,655.2,,
LF41085,Arizona,F,College,563524.95,19591.0,74.0,1/0/00,Personal Auto,Two-Door Car,95.925021,,
MB19556,California,F,College,506720.83,29095.0,127.0,1/0/00,Personal Auto,SUV,664.280864,,
HC74532,Oregon,F,Bachelor,226328.46,0.0,62.0,1/0/00,Corporate Auto,Four-Door Car,389.750793,,
SB66770,Arizona,M,Master,1443567.37,60880.0,119.0,1/0/00,Corporate Auto,Two-Door Car,109.906628,,
JI25066,Arizona,F,Bachelor,492839.71,61785.0,61.0,1/0/00,Personal Auto,Two-Door Car,271.10697,,
PY98958,Oregon,M,Bachelor,1203662.05,44428.0,104.0,1/0/00,Special Auto,SUV,499.2,,
RA65645,California,M,High School or Below,856476.82,95697.0,107.0,1/0/00,Personal Auto,Luxury,178.006524,,
FQ79356,California,F,Bachelor,236188.39,18064.0,63.0,1/2/00,Personal Auto,Four-Door Car,182.964184,,
TM25808,California,M,High School or Below,556569.33,74720.0,70.0,1/0/00,Personal Auto,Two-Door Car,200.812425,,
XO46388,California,F,Bachelor,514680.98,22594.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6,,
LB81265,Arizona,F,Bachelor,293808.03,40987.0,73.0,1/0/00,Personal Auto,Four-Door Car,329.013275,,
JR38787,Nevada,M,High School or Below,1443274.64,24561.0,126.0,1/0/00,Personal Auto,SUV,853.473552,,
KZ22690,California,F,College,1302741.98,76456.0,83.0,1/1/00,Personal Auto,Four-Door Car,42.693918,,
NY49598,California,M,College,245198.88,65828.0,62.0,1/0/00,Personal Auto,Four-Door Car,297.6,,
KY39767,Oregon,F,College,466198.41,0.0,68.0,1/1/00,Personal Auto,Four-Door Car,489.6,,
YU35386,Arizona,F,Bachelor,560001.02,63621.0,70.0,1/0/00,Personal Auto,Four-Door Car,444.620265,,
TF82172,Arizona,M,College,401613.28,10074.0,107.0,1/0/00,Corporate Auto,SUV,108.995934,,
ER40041,Oregon,F,College,2219580.3,78965.0,183.0,1/0/00,Personal Auto,Luxury,145.587985,,
MS39869,Nevada,F,College,734335.37,0.0,68.0,1/0/00,Personal Auto,Four-Door Car,479.028818,,
PV77906,Arizona,M,Bachelor,480451.43,23604.0,64.0,1/0/00,Corporate Auto,Two-Door Car,460.8,,
QF21045,Oregon,F,College,273553.89,99205.0,68.0,1/0/00,Personal Auto,Two-Door Car,323.246017,,
HF65914,Arizona,M,College,694097.28,0.0,92.0,1/0/00,Personal Auto,Two-Door Car,441.6,,
AJ58038,California,F,Bachelor,239621.93,0.0,66.0,1/2/00,Corporate Auto,Four-Door Car,433.160284,,
ZR88383,Nevada,F,College,538089.86,55350.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6,,
OT49339,Oregon,M,College,843281.57,21052.0,111.0,1/0/00,Corporate Auto,SUV,453.578343,,
FI74985,Oregon,F,High School or Below,755650.75,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,496.8,,
JW15301,Arizona,M,High School or Below,778743.17,24664.0,69.0,1/0/00,Corporate Auto,Four-Door Car,496.8,,
PY20159,Nevada,M,College,478781.29,45225.0,124.0,1/0/00,Corporate Auto,Luxury,209.176923,,
NC42524,California,M,College,970764.76,30430.0,86.0,1/0/00,Special Auto,Four-Door Car,425.662574,,
ZG19911,California,F,Bachelor,255222.62,35149.0,64.0,1/0/00,Personal Auto,Two-Door Car,120.477298,,
DI89983,California,M,Bachelor,522342.93,16513.0,71.0,1/0/00,Personal Auto,Four-Door Car,340.8,,
IG56214,Nevada,M,High School or Below,501044.93,10892.0,66.0,1/0/00,Personal Auto,Four-Door Car,316.8,,
CA86085,Washington,M,High School or Below,560831.63,67176.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6,,
UO95739,Oregon,M,College,445793.63,54704.0,113.0,1/0/00,Personal Auto,SUV,468.176056,,
SB64873,Oregon,M,Doctor,820078.73,25381.0,71.0,1/0/00,Personal Auto,Four-Door Car,340.8,,
TE82896,Oregon,F,High School or Below,274608.01,0.0,74.0,1/0/00,Personal Auto,Four-Door Car,355.2,,
VY64199,Oregon,F,Bachelor,1021577.92,18150.0,67.0,1/0/00,Corporate Auto,Four-Door Car,220.304649,,
IE82679,California,M,Bachelor,245357.08,29735.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2,,
SL70257,Nevada,F,College,587295.88,77156.0,73.0,1/0/00,Personal Auto,Four-Door Car,445.817914,,
XJ85947,Oregon,F,College,311892.79,88782.0,78.0,1/0/00,Personal Auto,Four-Door Car,357.757645,,
EF84269,California,F,College,556865.65,51489.0,139.0,1/0/00,Personal Auto,SUV,236.739322,,
NY91328,California,F,Bachelor,902971.47,16972.0,125.0,1/0/00,Personal Auto,SUV,600.0,,
AT49447,California,M,Bachelor,759182.72,99359.0,95.0,1/0/00,Personal Auto,Two-Door Car,233.265397,,
BM70908,Arizona,M,College,225531.29,58289.0,62.0,1/4/00,Personal Auto,Two-Door Car,297.6,,
GM63998,Oregon,F,Doctor,3261369.04,45173.0,268.0,1/0/00,Personal Auto,Luxury,1286.4,,
AR61426,California,F,Bachelor,944564.95,93246.0,78.0,1/0/00,Personal Auto,Two-Door Car,41.628869,,
CB62406,Arizona,M,High School or Below,680359.68,43758.0,171.0,1/0/00,Corporate Auto,SUV,1129.929433,,
WH82416,Oregon,M,Bachelor,976621.71,75651.0,81.0,1/0/00,Personal Auto,Four-Door Car,375.11129,,
UI53874,Arizona,F,Doctor,729484.61,0.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6,,
LM44949,Oregon,F,Doctor,568251.53,36938.0,70.0,1/0/00,Special Auto,Four-Door Car,244.801119,,
JR59597,California,M,Bachelor,633294.18,50843.0,82.0,1/0/00,Personal Auto,Two-Door Car,393.6,,
ZS22428,California,F,Bachelor,491657.7,21907.0,62.0,1/0/00,Personal Auto,Four-Door Car,2.96438,,
AZ34845,California,F,Bachelor,479824.09,77846.0,119.0,1/0/00,Personal Auto,Luxury,342.471939,,
XZ34917,Washington,M,Bachelor,564380.24,41043.0,72.0,1/0/00,Personal Auto,Four-Door Car,345.6,,
QU20310,Arizona,F,High School or Below,924746.44,97030.0,76.0,1/0/00,Corporate Auto,Four-Door Car,416.637499,,
NQ42020,Oregon,M,High School or Below,732292.89,80864.0,182.0,1/0/00,Personal Auto,Luxury,618.210272,,
ZF40143,Nevada,F,College,827590.01,48197.0,106.0,1/0/00,Personal Auto,Four-Door Car,508.8,,
GU65780,California,M,Doctor,563540.37,70837.0,73.0,1/4/00,Personal Auto,Four-Door Car,362.743231,,
KY32675,Arizona,M,High School or Below,1497028.51,85297.0,93.0,1/0/00,Special Auto,Two-Door Car,620.011594,,
ZX35838,Oregon,F,Master,933633.69,70177.0,115.0,1/0/00,Personal Auto,Four-Door Car,225.517666,,
LU42720,Nevada,M,College,4835696.08,52499.0,138.0,1/0/00,Personal Auto,SUV,1171.537594,,
FB25242,Oregon,M,College,568691.53,63143.0,71.0,1/0/00,Corporate Auto,Four-Door Car,340.8,,
RW51650,Oregon,M,Bachelor,862283.54,97361.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4,,
XX94684,Nevada,M,High School or Below,507967.48,50052.0,130.0,1/0/00,Personal Auto,Luxury,624.0,,
AH99727,Arizona,F,Bachelor,562331.45,11612.0,71.0,1/0/00,Personal Auto,Four-Door Car,340.8,,
NZ85858,Arizona,F,High School or Below,527001.36,78115.0,65.0,1/0/00,Personal Auto,Four-Door Car,255.454322,,
JU19953,California,F,Master,862117.22,81947.0,71.0,1/0/00,Personal Auto,Two-Door Car,203.993499,,
LC33025,Oregon,M,College,791833.49,44698.0,211.0,1/4/00,Personal Auto,Luxury,1012.8,,
BV86143,California,F,High School or Below,2103401.82,26876.0,66.0,1/0/00,Personal Auto,Four-Door Car,219.209762,,
AY88788,Oregon,F,College,1541768.22,69841.0,192.0,1/0/00,Personal Auto,Luxury,878.812468,,
OJ33945,Oregon,F,High School or Below,869263.68,97768.0,72.0,1/0/00,Personal Auto,Two-Door Car,151.843731,,
LO84523,Oregon,M,High School or Below,650314.39,0.0,187.0,1/0/00,Personal Auto,Luxury,1588.682955,,
HZ25580,Washington,F,High School or Below,239619.24,39062.0,61.0,1/0/00,Corporate Auto,Two-Door Car,346.991025,,
AR96516,Oregon,F,Bachelor,591495.18,50217.0,74.0,1/0/00,Personal Auto,Two-Door Car,355.2,,
JP69864,Washington,F,Bachelor,224844.96,24910.0,63.0,1/1/00,Personal Auto,Four-Door Car,347.857619,,
DL26809,Nevada,M,College,682679.77,0.0,68.0,1/0/00,Personal Auto,Two-Door Car,489.6,,
MV69686,Oregon,F,Doctor,398218.07,38500.0,99.0,1/1/00,Corporate Auto,Four-Door Car,423.286512,,
SC95565,Nevada,F,High School or Below,288777.97,62018.0,71.0,1/0/00,Personal Auto,Two-Door Car,293.865315,,
RL31641,Oregon,F,College,225241.68,0.0,65.0,1/0/00,Personal Auto,Two-Door Car,468.0,,
OH83248,California,M,Master,845853.13,57394.0,106.0,1/0/00,Personal Auto,Four-Door Car,316.492058,,
DB28979,California,M,Bachelor,747831.37,23530.0,65.0,1/0/00,Corporate Auto,Two-Door Car,312.0,,
ZS32263,California,F,High School or Below,378864.98,48887.0,95.0,1/0/00,Personal Auto,Four-Door Car,456.0,,
IY59173,Oregon,F,Master,522068.53,68867.0,129.0,1/0/00,Personal Auto,SUV,619.2,,
KL17620,California,F,College,713029.48,12062.0,63.0,1/0/00,Corporate Auto,Four-Door Car,302.4,,
CP28581,Arizona,M,College,851359.27,59230.0,107.0,1/0/00,Personal Auto,SUV,245.076091,,
QR15592,Arizona,F,Bachelor,566013.38,59586.0,72.0,1/0/00,Personal Auto,Four-Door Car,91.198362,,
RI85578,Washington,F,Bachelor,263814.01,79699.0,65.0,1/0/00,Personal Auto,Two-Door Car,348.82656,,
TG68823,Arizona,F,Bachelor,531889.66,25134.0,67.0,1/0/00,Personal Auto,Four-Door Car,321.6,,
WO78310,Oregon,F,College,416016.26,0.0,61.0,1/0/00,Personal Auto,Four-Door Car,292.8,,
SC78905,Oregon,F,College,223734.78,0.0,61.0,1/0/00,Personal Auto,Four-Door Car,292.8,,
EL88957,California,M,College,346012.3,0.0,100.0,1/1/00,Personal Auto,SUV,720.0,,
SS54050,California,M,Bachelor,1600550.51,44901.0,70.0,1/2/00,Personal Auto,Four-Door Car,460.806124,,
ZV99487,Arizona,F,Bachelor,698660.37,0.0,93.0,1/0/00,Personal Auto,Four-Door Car,149.269407,,
XI51746,Oregon,F,Bachelor,882696.15,28463.0,113.0,1/2/00,Personal Auto,SUV,324.317667,,
KG85675,Nevada,F,Bachelor,472686.93,13037.0,124.0,1/0/00,Personal Auto,SUV,839.348464,,
KK64803,California,M,High School or Below,2744347.48,82320.0,99.0,1/1/00,Personal Auto,Four-Door Car,475.2,,
OM80593,California,F,Bachelor,724731.35,0.0,104.0,1/0/00,Personal Auto,SUV,499.2,,
RL59810,Oregon,F,College,513785.21,78460.0,64.0,1/0/00,Personal Auto,Four-Door Car,203.568733,,
QQ53360,Nevada,M,College,273905.72,0.0,92.0,1/4/00,Personal Auto,Two-Door Car,657.290491,,
WR76339,California,M,College,509279.39,46922.0,64.0,1/0/00,Corporate Auto,Two-Door Car,403.385123,,
BA40043,California,M,College,579982.68,60689.0,74.0,1/0/00,Corporate Auto,Four-Door Car,5.746657,,
MK52197,Nevada,F,Master,550706.32,0.0,71.0,1/0/00,Personal Auto,Four-Door Car,340.8,,
SV48204,Oregon,F,College,1048491.54,61108.0,89.0,1/0/00,Personal Auto,Four-Door Car,49.451117,,
RJ79502,Arizona,M,Bachelor,850128.0,98003.0,107.0,1/0/00,Personal Auto,SUV,449.408637,,
LY14355,Washington,F,High School or Below,293598.83,73847.0,73.0,1/1/00,Personal Auto,Two-Door Car,350.4,,
NL32558,Arizona,F,High School or Below,650339.7,22081.0,84.0,1/0/00,Personal Auto,Two-Door Car,451.670309,,
CP92616,Nevada,M,High School or Below,4680522.31,83006.0,235.0,1/1/00,Personal Auto,Luxury,1065.049894,,
BP28492,Arizona,F,College,483471.05,38713.0,66.0,1/4/00,Corporate Auto,Four-Door Car,316.8,,
MX28412,Oregon,F,College,257532.37,28700.0,68.0,1/3/00,Personal Auto,Four-Door Car,326.4,,
DT99586,California,F,Master,3711165.95,61552.0,115.0,1/0/00,Personal Auto,SUV,12.252847,,
IC41932,Nevada,M,College,437119.04,56718.0,113.0,1/1/00,Personal Auto,SUV,542.4,,
DA35744,Oregon,M,Doctor,1679633.6,66776.0,71.0,1/0/00,Corporate Auto,Four-Door Car,131.808343,,
GU96042,California,M,High School or Below,798850.64,58268.0,67.0,1/0/00,Corporate Auto,Two-Door Car,228.641342,,
UW98698,California,M,College,226984.11,0.0,68.0,1/0/00,Personal Auto,Four-Door Car,542.016902,,
SF32458,California,M,Doctor,499147.2,12608.0,66.0,1/1/00,Personal Auto,Four-Door Car,214.866605,,
OM85313,California,M,Master,292193.09,63499.0,73.0,1/0/00,Personal Auto,Four-Door Car,278.964095,,
MH81246,Oregon,M,High School or Below,761319.31,36247.0,96.0,1/0/00,Corporate Auto,Four-Door Car,329.522858,,
OH99089,California,F,Master,582740.97,30228.0,73.0,1/0/00,Personal Auto,Four-Door Car,163.345647,,
TG57800,Oregon,F,College,260064.12,0.0,74.0,1/0/00,Personal Auto,Two-Door Car,501.472124,,
GX19342,California,F,High School or Below,849146.57,0.0,116.0,1/0/00,Personal Auto,Four-Door Car,1193.115879,,
XE39286,Arizona,F,Bachelor,977873.36,99364.0,121.0,1/0/00,Personal Auto,Luxury,580.8,,
JA93297,California,M,Bachelor,2265853.65,23665.0,67.0,1/0/00,Personal Auto,Four-Door Car,404.817249,,
II37789,Arizona,F,College,1000402.76,0.0,94.0,1/0/00,Corporate Auto,Four-Door Car,807.168846,,
IC32996,Oregon,M,High School or Below,487277.44,69247.0,61.0,1/1/00,Corporate Auto,Two-Door Car,226.522147,,
LO67195,Arizona,F,College,744481.46,56047.0,92.0,1/0/00,Corporate Auto,Four-Door Car,82.733588,,
PG93638,Oregon,M,College,576111.12,28919.0,73.0,1/0/00,Personal Auto,Two-Door Car,207.828024,,
OZ41737,Oregon,F,Doctor,536677.91,0.0,70.0,1/0/00,Personal Auto,Four-Door Car,223.174067,,
OY66019,Oregon,F,College,625947.78,0.0,83.0,1/0/00,Personal Auto,Four-Door Car,254.142365,,
CH73843,Arizona,M,High School or Below,762358.07,69900.0,64.0,1/0/00,Personal Auto,Two-Door Car,33.97,,
XT93203,California,M,High School or Below,1096395.72,55687.0,276.0,1/0/00,Personal Auto,Luxury,1324.8,,
OR85652,Oregon,F,Bachelor,742784.51,78294.0,92.0,1/0/00,Personal Auto,Four-Door Car,181.148732,,
LR10110,Washington,F,Bachelor,550413.9,0.0,73.0,1/0/00,Corporate Auto,Four-Door Car,350.4,,
XK11432,Arizona,M,Bachelor,466512.96,0.0,62.0,1/0/00,Personal Auto,Two-Door Car,297.6,,
OX24868,California,F,High School or Below,602184.25,0.0,168.0,1/0/00,Personal Auto,SUV,1476.670903,,
EZ74530,Nevada,M,High School or Below,307410.55,0.0,104.0,1/3/00,Personal Auto,Luxury,748.8,,
HP46467,Oregon,F,College,495308.64,21385.0,127.0,1/0/00,Corporate Auto,SUV,609.6,,
KP54476,California,M,Master,778048.93,87128.0,97.0,1/0/00,Personal Auto,Two-Door Car,495.612777,,
AI47152,Nevada,F,College,799277.91,35434.0,66.0,1/0/00,Personal Auto,Four-Door Car,297.051768,,
BU15334,California,F,Master,417068.73,29462.0,107.0,1/1/00,Corporate Auto,SUV,513.6,,
GD59796,Nevada,F,College,2322823.67,53243.0,102.0,1/3/00,Personal Auto,Four-Door Car,489.6,,
OX59701,California,M,High School or Below,544581.7,21006.0,139.0,1/1/00,Personal Auto,SUV,667.2,,
OD63728,California,F,College,455849.84,0.0,65.0,1/0/00,Personal Auto,Two-Door Car,312.0,,
JC38573,Oregon,M,Bachelor,552821.28,36088.0,72.0,1/0/00,Corporate Auto,Four-Door Car,345.6,,
RC11491,Oregon,F,College,1039066.65,28948.0,131.0,1/0/00,Corporate Auto,SUV,295.83086,,
RZ24101,Nevada,F,College,714254.91,24417.0,185.0,1/0/00,Personal Auto,SUV,888.0,,
OB88698,Oregon,M,High School or Below,546954.3,67099.0,69.0,1/0/00,Personal Auto,Two-Door Car,22.995594,,
IK92617,Oregon,F,Bachelor,1162873.4,97830.0,96.0,1/0/00,Personal Auto,Four-Door Car,298.362415,,
